Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.002349645816935969,0.9190119104116776,0.7878547674525697,0.8095172070999999,0.4291539884718841,0.7622009474574837,0.24867716233450424,0.24989747213632665,0.8003135916738501,0.3673552192561769,0.4513647072935174,0.4756971185363486,0.5948946089343942,0.4022566910161247,0.5018333535848573,0.3654618712525757,0.4130743001337317,0.6488997094441059,0.6521350776086595,0.5958755078673552,0.5816165984460213,0.5698174909137379,0.5083959447836218,0.6585248217082901,0.4253807069885011,0.5804055296712266,0.4544981287428843,0.4213310931965113,0.3102163565829079,0.0,1
0.00273160794481226,0.9065877892512072,0.7339441123245288,0.8562751367054655,0.35338384351312474,0.7748704640459113,0.2523139514404245,0.26733894950348946,0.7846582663591318,0.45344606619724,0.4913719411684532,0.2606325668329926,0.6852291818809103,0.5006967128112647,0.5891611789846519,0.4858886111609088,0.4705565334962898,0.7485551208391317,0.7719538966844331,0.5854416406377299,0.60265000091484,0.5721463003960047,0.5303460029064163,0.6858678893423155,0.3426443122919904,0.593612324648273,0.4017037813024045,0.41184533721074734,0.3138496309299315,0.0205907401612072,1
0.025822954766424367,0.9191627192262236,0.7858210276546979,0.8311797631987291,0.3552279113398578,0.7601851238419747,0.26225778571812386,0.26878122927447257,0.7811038899603024,0.4545725052732019,0.4771617866485622,0.4061743920358433,0.4569403580069761,0.4501064076703327,0.5966231578643895,0.28408520093864986,0.3767744788052222,0.5921889727131568,0.4733953579112608,0.4591063908498321,0.5756866518804882,0.5567374239530907,0.4665349678246584,0.6679987432409574,0.3704665352411549,0.5691434700267085,0.3368111134827281,0.4172412501800497,0.31001843979934474,0.00933900999409914,1
0.040430112505208574,0.8835776349591359,0.7815911467740373,0.7924833301949941,0.3707228990559338,0.7581217580587071,0.2458621103707851,0.2440562960461533,0.7827168753878662,0.4542447464165583,0.4093778964770204,0.5764209572534922,0.2928864789809424,0.4626025226457669,0.418385073324868,0.3357796095396109,0.21535311211995728,0.3650703729263348,0.3003612673641925,0.587393076961082,0.5784381187938014,0.5707257413057042,0.5182865388475908,0.6589555590451149,0.3750247983558145,0.5920746995124403,0.3180489746552778,0.4012439142808317,0.33036432192682125,0.0022965097722329395,1
0.04351474605305801,0.9792619036366088,0.7991210908398565,0.7628210947579168,0.461731023587971,0.7901143034128354,0.2493688794234845,0.2757940108688394,0.7800611114387104,0.41858772245892295,0.458084758008729,0.4102437387353853,0.5304549087288079,0.5616836671412903,0.4416444594379437,0.3109669479174747,0.5314588494899071,0.926949149265276,0.8625446064840289,0.3507613688406921,0.5803617917131834,0.5553687703872229,0.4771809622339735,0.655679489906504,0.162234927827288,0.6614823433649832,0.5180335865058506,0.4163260756701231,0.3161027409119715,3.892389444462609e-05,1
0.04355525718783277,0.9584369991797148,0.8109186600637492,0.7292712450205584,0.5478597875049969,0.7708885177384391,0.22930783855285616,0.2554148077731158,0.7870439854443606,0.3664663449197033,0.3806968340018119,0.6221234319441332,0.3327753015361817,0.4246315265177705,0.2865775543710233,0.2885951277372388,0.384413858578014,0.6983239221349004,0.6613012869745536,0.4122339746399755,0.5854653309318641,0.5673556139086222,0.4816651407202301,0.6574211519994312,0.3996087519655032,0.6614587543304761,0.5084230681199114,0.43009254078537773,0.3235458557232471,3.892389444462609e-05,1
0.043607342932543175,0.9587487236286372,0.8108619676306003,0.7237277748456993,0.5333563733115914,0.7746675661618928,0.23774904816457024,0.2550653184737113,0.788638429675499,0.3546328035666075,0.3836435093064222,0.6869548825077447,0.3669341511849413,0.502726586035147,0.28514324617311504,0.23319862303218555,0.3972303353320892,0.6803878337196371,0.7067139398773464,0.4596596243678502,0.5865233212734372,0.5674522466738185,0.4831255026930726,0.6554893897001752,0.2798369656784066,0.6680023655192622,0.5137666279788828,0.4301150360476914,0.32320341752387216,3.892389444462609e-05,1
0.04365364137228575,0.9638931775250592,0.8064348356344966,0.7373248991645109,0.5213745932717898,0.7769409069434425,0.23868719852107634,0.26040329213529506,0.7868130111549437,0.3865007908808942,0.4024920354573469,0.5564925311879322,0.3697394398152107,0.38660026167645295,0.3374845575516295,0.3171129093238511,0.4216307949651936,0.7692806399754895,0.7065192864135226,0.3781912780959771,0.5831377260957081,0.5640042316003838,0.4795941935784204,0.6572422840640367,0.2856831946125218,0.6573742944277017,0.5161497692421153,0.4263029082456811,0.32133188750478403,3.892389444462609e-05,1
0.04369993981202834,0.9636700244760608,0.8074497469285997,0.7401109199131343,0.5200083507187295,0.7761779524373466,0.23636284959496906,0.260807272002348,0.7859817459491009,0.3705041580106711,0.406111924906705,0.6681891331735708,0.4207580409238712,0.4782371436511514,0.3349580572287533,0.2342699976239617,0.43337595949871216,0.7539220268346482,0.7560653590156053,0.4221245366268981,0.5843998256269275,0.5648458967358696,0.4861580248524087,0.6567634773174563,0.3526101348366225,0.6606881320099415,0.5056835979104556,0.4260880769369182,0.3212923974456866,3.892389444462609e-05,1
0.044041390805129865,0.9706216007613596,0.7915362035826088,0.745052732102245,0.4295874042811582,0.7540672307484242,0.2456041611383415,0.2411784116726017,0.796795942224382,0.4460347442577711,0.4130327698613231,0.6176236071312279,0.4347740691491229,0.5784091923884389,0.4372424504079408,0.3733530630898969,0.3348807658597369,0.5907799499526769,0.6086498167988426,0.7390302232086203,0.5856385447647234,0.5709852000047851,0.5151410983058253,0.6743596504279794,0.33309095781625275,0.4744499658710318,0.4829320478220463,0.4274849883166831,0.3151404331261487,3.892389444462609e-05,1
